title,price,link,image
GIGABYTE GeForce RTX 3060 EAGLE 12GB GDDR6 Graphics Card, 526.33,https://www.ebay.ca/itm/154837057576?epid=28043938451&hash=item240d020028:g:5b0AAOSwAgBiA2y1,https://i.ebayimg.com/thumbs/images/g/5b0AAOSwAgBiA2y1/s-l225.jpg
Zotac Gaming GeForce RTX 3060 AMP White edition - SEALED IN BOX - READY TO SHIP, 999.99,https://www.ebay.ca/itm/304293519882?epid=11043928736&hash=item46d94ea20a:g:B04AAOSwollh2JBA,https://i.ebayimg.com/thumbs/images/g/B04AAOSwollh2JBA/s-l225.jpg
New ListingEVGA GeForce RTX 3060 Ti FTW3 ULTRA GAMING 8GB GDDR6 Video Card (08G-P5-3667-KL)," 1,205.17",https://www.ebay.ca/itm/255383397178?epid=27048114759&hash=item3b7609633a:g:pngAAOSwjfBiCA50,https://i.ebayimg.com/thumbs/images/g/pngAAOSwjfBiCA50/s-l225.jpg
NVIDIA GeForce RTX 3060 Ti Founders Edition 8GB GDDR6 Graphics Card (NON LHR)," 1,294.26",https://www.ebay.ca/itm/234409752275?epid=23046151246&hash=item3693e8f6d3:g:DhgAAOSwjwpiACOR,https://i.ebayimg.com/thumbs/images/g/DhgAAOSwjwpiACOR/s-l225.jpg
GIGABYTE GeForce RTX 3060 AORUS ELITE OC 12GB GDDR6 Rev2.0 Graphics Card, 776.55,https://www.ebay.ca/itm/294801257213?hash=item44a38632fd:g:jaQAAOSwZwNiAT-8,https://i.ebayimg.com/thumbs/images/g/jaQAAOSwZwNiAT-8/s-l225.jpg
New ListingZOTAC GAMING GeForce RTX 3060 Graphic Card 12GB - AMP White Edition, 888.01,https://www.ebay.ca/itm/185292529907?epid=19050209494&hash=item2b244ba0f3:g:21sAAOSw3Gthyl43,https://i.ebayimg.com/thumbs/images/g/21sAAOSw3Gthyl43/s-l225.jpg
DELL OEM NVIDIA RTX 3060 Ti 8GB GDDR 6," 1,084.99",https://www.ebay.ca/itm/313867397474?hash=item4913f46962:g:zd0AAOSw-UpiAm--,https://i.ebayimg.com/thumbs/images/g/zd0AAOSw-UpiAm--/s-l225.jpg
Gigabyte GeForce RTX 3060 Vision OC 12GB GDDR6 Graphics Card White, 950.18,https://www.ebay.ca/itm/224829282014?epid=14049007920&hash=item3458de96de:g:gboAAOSw3ZBiAv-J,https://i.ebayimg.com/thumbs/images/g/gboAAOSw3ZBiAv-J/s-l225.jpg
ASUS ROG Strix GeForce RTX 3060 OC V2 12GB Graphics Card GPU ✈️SHIPS FAST✈️, 989.24,https://www.ebay.ca/itm/255379994107?epid=21050528241&hash=item3b75d575fb:g:OekAAOSwtPFhiUBm,https://i.ebayimg.com/thumbs/images/g/OekAAOSwtPFhiUBm/s-l225.jpg
GeForce RTX 3060 Ti FTW3 ULTRA GAMING graphics card - NIB - READY TO SHIP," 1,522.32",https://www.ebay.ca/itm/203783767381?epid=27048114759&_trkparms=ispr%3D1&hash=item2f72758555:g:lFYAAOSwEqlh2EDJ&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSjVt3vLKCbov98Z19qhuwYwPdx1MGKmjfoY%252BJs9gBAIUEu9Kh%252BYBsRPZn77c77n%252FbkX7vjUNyhwMk1KtQI4WyUmTb4H3hvs0MVl1tmpzWy29o8i0PKU3mpJDQRlBpuP0wDH6EqiUtGH%252FBM8%252FasHG7KVyaYsS41RO4xlfsT%252Buq6oK5q2wVSo1fpMNcqA2ldgIYpxr6jhZlDQiu%252FjHEF2GvvQNR65420IpxXe4RZv5VoUtrovf%252BAopqZZiMuUEZOg4TB3dY9nIQoADqij73r5En2ViprLTAU65kidTy0FwifHMVvDFYm6SMGyc6KnwpJkXJ%252FxcVDEwvwbCGPG0fSoAHlVfZYnR%252Bkc85IM%252F%252FJpN%252F1YdE58iLx39RB%252B60nHvTcHM9Q2DzFukP66wtbXkGatleiGHFhHtEK7YKf8gJ0F1Wbs1caDsfRj54EXTSbiM9cIfB5OkJfA0ejFYwnOYqKoUAJOPYBGS%252BYzx6gKS5hWmYltyfs0OmDi%252FI6uonhFOg9xyESi8lMsqBByeOJzP2Q1y2LC1cqto8%252B7UrahyG5%252BddMzrZOzHKrQPdcmwkSJx6KO86fFmTTdD9nFs8TJN08QcPu54KFYyeQzsHfK6ROkzOjBDV5VaLB9M%252BSAm8pswOG06B4Q3utAjy4ELUsYBh12d4GEKpCMvQRxYdkggBIHkF9ivg1hzb%252Bgyj4VncokN8KaqS1yDjmd0exLm9yHIBafCcDaTHR5vCG4effbGDUMdgWNpj2YLCnBErtExj1Mw8TLoY7%252FDGCalsWirjrJVbd0TvYiIOURh0Ln%252FIyxkqYD6j9QZBot8GT1O4O4ZRottSGzGz%7Cclp%3A2334524%7Ctkp%3ABFBM2IahkN5f,https://i.ebayimg.com/thumbs/images/g/lFYAAOSwEqlh2EDJ/s-l225.jpg
Cryptocurrency Mining Rig 4-8 GPU 3060 TI ETH HIVE OS NON LHR 480 Mh/s," 6,748.95 to  21,363.21",https://www.ebay.ca/itm/265376864085?_trkparms=ispr%3D1&hash=item3dc9b19755:g:4XoAAOSweExhdv~W&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsStdebXPz4ZTXCT8FI9kPBhwlhvxGmG9bQOMR9HPtjzg3PZkDE4vZMDoXNg1GKfZY3M77ads6Z3YLEG9phjr4ycBWa%252BhqT7E9EjrFrlRbG%252B3wsalWTZfqoI2iipbWdj59mmTs%252FKoPV5fnQ1D81Bk1eKYccmt5Ch69FNjwtF1NpzApu1g92c32TQ2B4BSwUqVcHI74bGhRCL7cwXnAH4qh2lGmqpT28crTA6cNwV5ImBsxiyIUnU35YE5da8VQtUSuDGcZl8D%252FXDkjDgAZ7RMATFVaG1ZQOfT%252Fjm0zthjEsbZ7qsZlTdVxHGvVFRcpMcdNnyoXyjSdlAVVhqHYEOBeaUSI%252BkCwzApn4HMb%252F%252FFXTGKfc2NF6LzTte7W3zzL75EycYzomss8k9hGZnZ6Wy55P1bYQvJ%252BP3VH3TV1cA%252FSIbCm%252B%252F4jvkSQoJzL7pggWAbGbhRjR4C5OLOs%252BGYPDVQVDoxeWCA82%252BkdYbfAmXCTg%252FEZPdSfigs9RhAVzeWkRlV8Tu7w7MBQNXfWGXoPVClOphcnNNLeNX58l7y3QW%252BqxwgUAdX7KuSiT3P%252BH6fHVCpHznRbgkx9mHh3UKiEv8TNGQ7Y%252BCMKmyjrJ%252BrmhWYqHUWER8Ai2RUF2K7rYBMYls36M6m4iAIAQtzX0H3%252Bsvq6Wrwlr8k3Ac6JaT6bm%252Fpwp7rur9C5P18uRp06si881EdAWYGczOZpFr%252BYrkn2bef%252FRgT%252BBPza%252BoHpDDZ582txXfmXPr773AmcU36eNQ2fufJPv6FobnnGB7yH2nINtZS%252FjT5AEkSMgpVJ243jQ185dXoGCsbTNmlSTRQCLoyGRJPcO%7Cclp%3A2334524%7Ctkp%3ABFBM2IahkN5f,https://i.ebayimg.com/thumbs/images/g/4XoAAOSweExhdv~W/s-l225.jpg
NVIDIA GeForce RTX 3060 Ti Founder Edition Graphics Card (900-1G142-2520-000),"1,255",https://stockx.com/nvidia-geforce-rtx-3060-ti-graphics-card-900-1g142-2520-000,
NVIDIA GIGABYTE GeForce RTX 3060 Ti GAMING OC PRO 8GB Rev 3 LHR Graphics Card (GV-N306TGAMINGOC PRO-8GD Rev. 3),954,https://stockx.com/nvidia-gigabyte-geforce-rtx-3060-ti-gaming-oc-pro-8gb-rev-3-graphics-card-gv-n306tgamingoc-pro-8gd-rev-3,
NVIDIA EVGA GeForce RTX 3060 12GB XC Graphics Card (12G-P5-3657-KR/KB),795,https://stockx.com/nvidia-evga-geforce-rtx-3060-12gb-xc-graphics-card,
NVIDIA EVGA GeForce RTX 3060 Ti FTW3 ULTRA GAMING 8G LHR Graphics Card (08G-P5-3667-KL/KH),"1,012",https://stockx.com/nvidia-evga-geforce-rtx-3060-ti-ftw3-ultra-gaming-8g-graphics-card-08g-p5-3667-kl,
NVIDIA EVGA GeForce RTX 3060 Ti XC GAMING 8GB LHR Graphics Card (08G-P5-3663-KL),956,https://stockx.com/nvidia-evga-geforce-rtx-3060-ti-xc-gaming-8gb-graphics-card-08g-p5-3663-kl,
NVIDIA GIGABYTE AORUS GeForce RTX 3060 ELITE 12G Rev 2.0 LHR Graphics Card (GV-N3060AORUS E-12GD Rev 2.0),808,https://stockx.com/nvidia-gigabyte-aorus-geforce-rtx-3060-ti-elite-12g-rev-20-lhr-graphics-card-gv-n3060aorus-e-12gd,
NVIDIA GIGABYTE AORUS GeForce RTX 3060 Ti ELITE 8G Rev 2.0 LHR Graphics Card (GV-N306TAORUS E-8GD),937,https://stockx.com/nvidia-gigabyte-aorus-geforce-rtx-3060-ti-elite-8g-rev-20-lhr-graphics-card-gv-n306taorus-e-8gd,
NVIDIA GIGABYTE GeForce RTX 3060 GAMING OC 12G rev. 2.0 Graphics Card (GV-N3060GAMING OC-12GD),822,https://stockx.com/nvidia-gigabyte-geforce-rtx-3060-gaming-oc-12g-rev-20-gv-n3060gaming-oc-12gd,
NVIDIA ZOTAC GAMING GeForce RTX 3060 12G Twin Edge OC Graphics Card (ZT-A30600H-10M),800,https://stockx.com/nvidia-zotac-gaming-geforce-rtx-3060-12g-twin-edge-oc-graphics-card-zt-a30600h-10m,
NVIDIA ZOTAC GAMING GeForce RTX 3060 TI TWIN EDGE OC 8G LHR Graphics Card (ZT-A30610H-10MLHR),909,https://stockx.com/nvidia-zotac-gaming-geforce-rtx-3060-ti-twin-edge-oc-8g-graphics-card-zt-a30610h-10mlhr,
NVIDIA ASUS ROG STRIX Gaming GeForce RTX 3060 12GB OC V2 LHR Graphics Card (ROG-STRIX-RTX3060-O12G-V2-GAMING),864,https://stockx.com/nvidia-asus-rog-strix-gaming-geforce-rtx-3060-12gb-oc-v2-lhr-graphics-card-rog-strix-rtx3060-o12g-v2-gaming,
NVIDIA GIGABYTE GeForce RTX 3060 VISION (rev. 2.0) 12G OC LHR Graphics Card (GV-N3060VISION OC-12GD Rev2),803,https://stockx.com/nvidia-gigabyte-geforce-rtx-3060-vision-rev-20-12g-oc-lhr-graphics-card-gv-n3060vision-oc-12gd-rev2,
NVIDIA GIGABYTE Rev. 2 (LHR) GeForce RTX 3060 OC 12GB Graphics Card (GV-N3060GAMING OC-12GD Rev2.0),786,https://stockx.com/nvidia-gigabyte-rev-2-lhr-geforce-rtx-3060-oc-12gb-graphics-card-gv-n3060gaming-oc-12gd-rev20,
NVIDIA ASUS TUF Gaming GeForce RTX 3060 Ti V2 8GB OC LHR Graphics Card (TUF-RTX3060TI-O8G-V2-GAMING),986,https://stockx.com/nvidia-asus-tuf-gaming-geforce-rtx-3060-ti-v2-8gb-oc-lhr-graphics-card-tuf-rtx3060ti-o8g-gaming-v2,
NVIDIA EVGA GeForce RTX 3060 12GB XC BLACK GAMING Graphics Card (12G-P5-3655-KR),789,https://stockx.com/nvidia-evga-geforce-rtx-3060-12gb-xc-black-graphics-card,
NVIDIA MSI GeForce RTX 3060 Gaming X 12G Graphics Card,835,https://stockx.com/nvidia-msi-geforce-rtx-3060-gaming-x-12g-graphics-card,
NVIDIA GIGABYTE GeForce RTX 3060 Ti GAMING (rev. 2.0) 8G OC LHR Graphics Card (GV-N306TGAMING OC-8GD Rev2),"1,005",https://stockx.com/nvidia-gigabyte-geforce-rtx-3060-ti-gaming-rev-20-8g-oc-lhr-graphics-card-gv-n306tgaming-oc-8gd-rev2,
NVIDIA MSI GeForce RTX 3060 Gaming X Trio 12G Graphics Card,994,https://stockx.com/nvidia-msi-geforce-rtx-3060-gaming-x-trio-12g-graphics-card,
NVIDIA ZOTAC Gaming GeForce RTX 3060 AMP (ZT-A30600F-10P) White,917,https://stockx.com/nvidia-zotac-gaming-geforce-rtx-3060-amp-zt-a30600f-10p-white,
NVIDIA MSI GeForce RTX 3060 Gaming VENTUS 3X 12G Over Clock Graphics Card,859,https://stockx.com/nvidia-msi-geforce-rtx-3060-gaming-ventus-3x-12g-over-clock-graphics-card,
NVIDIA MSI GeForce RTX 3060 Ti VENTUS 2X 8G OC V1 LHR Graphics Card,975,https://stockx.com/nvidia-msi-geforce-rtx-3060-ti-ventus-2x-8g-oc-v1-lhr-graphics-card,
NVIDIA ASUS ROG STRIX Gaming GeForce RTX 3060 Ti 8GB OC V2 LHR Graphics Card (ROG-STRIX-RTX3060TI-O8G-V2-GAMING),"1,114",https://stockx.com/nvidia-asus-rog-strix-gaming-geforce-rtx-3060-ti-8gb-oc-v2-lhr-graphics-card-rog-strix-rtx3060ti-o8g-v2-gaming,
NVIDIA ASUS Dual GeForce RTX 3060 V2 OC 12GB LHR Graphics Card (DUAL-RTX3060-O12G-V2),784,https://stockx.com/nvidia-asus-dual-geforce-rtx-3060-v2-oc-12gb-lhr-graphics-card-dual-rtx3060-o12gb-v2,
NVIDIA ASUS ROG Strix GeForce RTX 3060 Ti OC 8G Graphics Card (ROG-STRIX-RTX3060TI-O8G-GAMING),"2,038",https://stockx.com/nvidia-asus-rog-strix-geforce-rtx-3060-ti-oc-8g-graphics-card-rog-strix-rtx3060ti-o8g-gaming,
NVIDIA GIGABYTE Rev. 2 (LHR) GeForce RTX 3060 12GB Graphics Card (GV-N3060AORUS E-12GD Rev2.0),812,https://stockx.com/nvidia-gigabyte-rev-2-lhr-geforce-rtx-3060-12gb-graphics-card-gv-n3060aorus-e-12gd-rev20,
NVIDIA ASUS TUF GAMING GeForce RTX 3060 OC EDITION 12GB Graphics Card (TUF-RTX3060-O12G-GAMING),827,https://stockx.com/nvidia-asus-tuf-gaming-geforce-rtx-3060-oc-edition-12gb-graphics-card-tuf-rtx3060-o12g-gaming,
NVIDIA ASUS TUF Gaming GeForce RTX 3060 V2 12GB OC LHR Graphics Card (TUF-RTX3060-O12G-V2-GAMING),807,https://stockx.com/nvidia-asus-tuf-gaming-geforce-rtx-3060-v2-12gb-oc-lhr-graphics-card-tuf-rtx3060-12g-gaming-v2,
NVIDIA MSI GeForce RTX 3060 Ti VENTUS 3X 8G OC LHR Graphics Card,956,https://stockx.com/nvidia-msi-geforce-rtx-3060-ti-ventus-3x-8g-oc-lhr-graphics-card,
NVIDIA ZOTAC GAMING GeForce RTX 3060 Ti AMP 8G LHR Graphics Card (ZT-A30610F-10PLHR) White Edition,"1,109",https://stockx.com/nvidia-zotac-gaming-geforce-rtx-3060-ti-amp-8g-lhr-graphics-card-zt-a30610f-10plhr-white-edition,
NVIDIA ASUS TUF GAMING GeForce RTX 3060 12GB Graphics Card (TUF-RTX3060-12G-GAMING),"1,655",https://stockx.com/nvidia-asus-tuf-gaming-geforce-rtx-3060-12gb-graphics-card-tuf-rtx3060-12g-gaming,
NVIDIA ASUS ROG STRIX GeForce RTX 3060 OC Edition 12GB Graphics Card (ROG-STRIX-RTX3060-O12G-GAMING),"1,473",https://stockx.com/nvidia-asus-rog-strix-geforce-rtx3060-oc-edition-12gb-graphics-card-rog-strix-rtx3060-o12g-gaming,
NVIDIA GIGABYTE GeForce RTX 3060 12G GAMING OC rev. 1.0 Graphics Card (GV-N3060GAMING OC-12GD),"1,847",https://stockx.com/nvidia-gigabyte-geforce-rtx-3060-12g-gaming-oc-graphics-card-gv-n3060gaming-oc-12gd,
NVIDIA MSI GeForce RTX 3060 Gaming VENTUS 2X 12G Over Clock Graphics Card,851,https://stockx.com/nvidia-msi-geforce-rtx-3060-gaming-ventus-2x-12g-over-clock-graphics-card,
NVIDIA EVGA GeForce RTX 3060 Ti FTW3 GAMING Graphics Card (08G-P5-3667-KB/KR) Black,"1,705",https://stockx.com/nvidia-evga-geforce-rtx-3060-ti-ftw3-gaming-graphics-card-08g-p5-3667-kb-black,
NVIDIA GIGABYTE GeForce RTX 3060 VISION OC 12G Graphics Card (GV-N3060VISION OC-12GD) White,"1,203",https://stockx.com/nvidia-gigabyte-geforce-rtx-3060-vision-oc-12g-graphics-card-gv-n3060vision-oc-12gd-white,
NVIDIA MSI GeForce RTX 3060 Ti GAMING X 8G LHR Graphics Card,"1,007",https://stockx.com/nvidia-msi-geforce-rtx-3060-ti-gaming-x-8g-lhr-graphics-card,
NVIDIA ASUS Dual GeForce RTX 3060 Ti V2 OC 8GB LHR Graphics Card (DUAL-RTX3060TI-O8G-V2),962,https://stockx.com/nvidia-asus-dual-geforce-rtx-3060-ti-v2-oc-8gb-lhr-graphics-card-dual-rtx3060ti-o8gb-v2,
NVIDIA GIGABYTE GeForce RTX 3060 Ti EAGLE 8G OC LHR (rev. 2.0) Graphics Card (GV-N306TEAGLE OC-8GD Rev2.0),"1,019",https://stockx.com/nvidia-gigabyte-geforce-rtx-3060-ti-eagle-8g-oc-lhr-rev-20-graphics-card-gv-n306teagle-oc-8gd-rev20,
NVIDIA ASUS Dual GeForce RTX 3060 12GB OC EDITION Graphics Card (DUAL-RTX3060-O12G),"1,069",https://stockx.com/nvidia-asus-dual-geforce-rtx-3060-12gb-oc-edition-graphics-card-dual-rtx3060-o12g,
NVIDIA ASUS KO GeForce RTX 3060 Ti V2 8G OC LHR Graphics Card (KO-RTX3060TI-O8G-V2-GAMING),974,https://stockx.com/nvidia-asus-ko-geforce-rtx-3060-ti-v2-8g-oc-lhr-graphics-card-ko-rtx3060ti-o8g-v2-gaming,
